file,thread,status,bytes,producer,creator,creation_date,n_printed_dates,min_gap_days,cues_hit,institutional,desktop,unsigned,sig_A,sig_B,sig_C,score
001070.pdf,001,ok,87534,Acrobat Distiller 6.0.1 (Windows),Acrobat PDFMaker 6.0 for Word,2006-10-06,0,,,False,True,True,0,0,0,0
001071.pdf,001,ok,499725,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2,2007-03-22,0,,,False,True,True,0,0,0,0
001072.pdf,001,ok,196911,Adobe PDF Library 8.0,Adobe InDesign CS3 (5.0.3),2008-08-05,8,148,,False,False,True,0,2,0,2
001073.pdf,001,ok,42396,Acrobat Distiller 7.0 (Windows),PScript5.dll Version 5.2.2,2006-10-13,0,,,False,True,True,0,0,0,0
001147.pdf,001,ok,44251,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),FrameMaker 5.5.6.,2000-10-13,6,380,,False,True,True,0,2,0,2
001148.pdf,001,ok,412486,Corel PDF Engine Version 9.398,POP90,2001-10-05,3,40,,False,False,True,0,0,0,0
001149.pdf,001,ok,1328335,Acrobat Distiller 4.0 for Macintosh,Adobe PageMaker 6.52,1999-12-22,0,,,False,True,True,0,0,0,0
001150.pdf,001,ok,599716,RealPage data converter,RealPage PDF Generator 2.0,2003-07-24,4,833,,False,False,True,0,2,0,2
001152.pdf,001,ok,2869517,Hewlett-Packard Intelligent Scanning Technology3,,2006-05-24,1,87,,False,False,True,0,2,0,2
001154.pdf,001,ok,129966,Microsoft® Office Access 2007,Microsoft® Office Access 2007,2008-08-07,40,45,,False,True,True,0,0,0,0
001155.pdf,001,ok,3278410,Acrobat Distiller 5.0.5 for Macintosh,Microsoft PowerPoint: PSPrinter 8.2.1,2003-05-01,1,441,,False,True,True,0,2,0,2
001157.pdf,001,ok,348092,GNU Ghostscript 7.07,,,0,,,False,False,True,0,0,0,0
001256.pdf,001,ok,155527,Adobe PDF Library 8.0,Adobe InDesign CS3 (5.0.2),2008-07-15,1,2,,False,False,True,0,0,0,0
001257.pdf,001,ok,3748578,Adobe PDF Library 7.0,Adobe InDesign CS2 (4.0.5),2008-11-02,0,,,False,False,True,0,0,0,0
001266.pdf,001,ok,130039,"Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http://www.etymon.com/>. ", ,1980-11-03,1,216,,False,False,True,0,2,0,2
001269.pdf,001,ok,455235,Acrobat Distiller 3.01 for Power Macintosh,QuarkXPressª: LaserWriter 8 B1-8.6,2000-02-14,2,391,,False,True,True,0,2,0,2
001270.pdf,001,ok,54672,Adobe PDF Library 4.0,Acrobat Capture 3.0,2002-12-09,0,,letter:to whom it may concern,True,True,True,2,0,1,3
001271.pdf,001,ok,26469,Acrobat PDFWriter 3.0 for Windows,Microsoft Word ,,0,,medical:microscopic examination,True,True,True,2,0,1,3
001273.pdf,001,ok,290816,Acrobat PDFWriter 3.0 for Power Macintosh,Corel WordPerfect,2000-06-05,0,,,False,True,True,0,0,0,0
001274.pdf,001,ok,155671,PDFlib PLOP 2.0.0p6 (SunOS)/Acrobat Distiller 5.0.5 (Windows),,2005-03-29,2,50,,False,True,True,0,2,0,2
001276.pdf,001,ok,1003257,Acrobat Distiller 6.0.1 for Macintosh,InDesign: pictwpstops filter 1.0,2004-10-13,0,,,False,True,True,0,0,0,0
